4625,4546,27.25,
4625,4544,27.31,
4638,4531,27.31,
4637,4524,27.44,
4642,4523,27.38,
4617,4545,27.31,
4628,4538,27.31,
4642,4524,27.31,
4623,4536,27.31,
4621,4531,27.31,
4617,4538,27.38,
4619,4542,27.31,
4637,4526,27.31,
4640,4526,27.31,
4641,4522,27.25,
4621,4534,27.31,
4631,4527,27.31,
4625,4537,27.25,
4641,4520,27.25,
4636,4535,27.19,
4641,4528,27.19,
4622,4535,27.25,
4638,4523,27.19,
4639,4527,27.19,
4640,4527,27.19,
4624,4538,27.25,
4635,4527,27.25,
4622,4540,27.25,
4641,4522,27.19,
4631,4540,27.19,
4643,4523,27.19,
4643,4520,27.19,
4629,4536,27.19,
4631,4544,27.31,
4625,4536,27.25,
4639,4525,27.31,
4637,4525,27.25,
4629,4534,27.19,
4642,4523,27.19,
4633,4532,27.25,
4642,4526,27.19,
4642,4518,27.25,
4632,4539,27.25,
4627,4541,27.31,
4621,4538,27.38,
4623,4542,27.31,
4631,4536,27.25,
4645,4524,27.19,
4627,4535,27.25,
4635,4541,27.19,
4642,4524,27.19,
4627,4533,27.19,
4629,4539,27.19,
4640,4523,27.19,
4625,4539,27.31,
4633,4533,27.31,
4640,4523,27.31,
4644,4519,27.25,
4644,4519,27.25,
4644,4519,27.25,
4644,4519,27.31,
4644,4519,27.25,
4644,4519,27.31,
4644,4519,27.25,
4644,4519,27.25,
4644,4519,27.25,
4644,4519,27.19,
4644,4519,27.19,
4644,4519,27.25,
4644,4519,27.25,
4644,4519,27.31,
4644,4519,27.25,
4644,4519,27.25,
4644,4519,27.25,
4644,4519,27.25,
4644,4519,27.25,
4644,4519,27.25,
4644,4519,27.25,
4644,4519,27.44,
4644,4519,27.56,
4644,4519,27.50,
4644,4519,27.50,
4644,4519,27.56,
4644,4519,27.69,
4644,4519,27.75,
4644,4519,27.75,
4644,4519,27.75,
4644,4519,27.69,
4644,4519,27.63,
4644,4519,27.50,
4644,4519,27.50,
4644,4519,27.56,
4644,4519,27.50,
4644,4519,27.50,
4644,4519,27.50,
4644,4519,27.50,
4644,4519,27.44,
4644,4519,27.38,
4644,4519,27.31,
4644,4519,27.31,
4644,4519,27.31,
4644,4519,27.31,
4644,4519,27.38,
4644,4519,27.31,
4644,4519,27.31,
4644,4519,27.63,
4644,4519,27.50,
4644,4519,27.44,
4644,4519,27.50,
4644,4519,27.50,
4644,4519,27.50,
4644,4519,27.38,
4644,4519,27.38,
4644,4519,27.31,
4644,4519,27.31,
4644,4519,27.31,
